Taxon,SLA,SLA units,SLAunits flag,LMA,LMA units,leaf area,wood density ,maximum height,seed mass,seed volume,flowering duration,source,source notes
Breynia oblongifolia,,,,,,,,1.800,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,1.300,,,,AUSTRAITS_dataset_30,
Breynia oblongifolia,,,,,,,,,5.660,,,AUSTRAITS_dataset_53,
Bridelia exaltata,,,,,,,0.659,,,,,AUSTRAITS_dataset_34,
Bridelia exaltata,,,,,,,0.702,,,,,AUSTRAITS_dataset_34,
Bursaria incana,,,,,,,,,2.712,,,AUSTRAITS_dataset_53,
Calamus muelleri,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Calamus muelleri,,,,,,,,,211.850,,,Gallagher_field_workPHD,
Calamus muelleri,,,,,,,,,676.000,,,Gallagher_field_workPHD,
Callerya megasperma,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Callerya megasperma,,,,,,,,,,17631.518,,AUSTRAITS_dataset_17,
Callerya megasperma,,,,,,,,,,17631.518,,AUSTRAITS_dataset_4,
Callistemon salignus,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Callistemon salignus,,,,,,,,6.000,,,sep/oct,AUSTRAITS_dataset_24,
Callistemon salignus,,,,,,,,,,0.024,,AUSTRAITS_dataset_17,
Callistemon salignus,,,,,,,0.839,,,,,AUSTRAITS_dataset_34,
Callistemon salignus,,,,,,,,,,0.024,,AUSTRAITS_dataset_4,
Callistemon viminalis,,,,,,,,,,,sep/oct/nov/dec/janmar,NSW flora online ,
Callistemon viminalis,,,,,,,,,,0.259,,AUSTRAITS_dataset_17,
Callistemon viminalis,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Callistemon viminalis,,,,,,,,,,0.259,,AUSTRAITS_dataset_4,
Callistemon viminalis,,,,,,,,,0.352,,,AUSTRAITS_dataset_53,
Canarium australasicum,,,,,,,0.652,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.652,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.490,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.652,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,0.652,,,,,AUSTRAITS_dataset_34,
Canarium australasicum,,,,,,,,,678.880,,,AUSTRAITS_dataset_53,
Capparis arborea,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Capparis arborea,,,,,,,0.762,,,,,AUSTRAITS_dataset_34,
Capparis arborea,,,,,,,,,50.980,,,Gallagher_field_workPHD,
Carex appressa,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Carex appressa,,,,,,,,1.000,,,,AUSTRAITS_dataset_26,
Carex appressa,,,,,,,,,0.830,,,AUSTRAITS_dataset_53,
Carex appressa,,,,,,,,1.500,,,,AUSTRAITS_dataset_57,
Carissa ovata,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Carissa ovata,,,,,,,,,50.760,,,AUSTRAITS_dataset_6,SID
Castanospermum australe,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Castanospermum australe,,,,,,,,,,21127.680,,AUSTRAITS_dataset_17,
Castanospermum australe,,,,,,,0.596,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,0.650,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,0.630,,,,,AUSTRAITS_dataset_34,
Castanospermum australe,,,,,,,,,,21127.680,,AUSTRAITS_dataset_4,
Casuarina cunninghamiana,,,,,,,,25.000,,,All year,AUSTRAITS_dataset_24,
Casuarina cunninghamiana,,,,,,,0.710,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,0.615,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,0.771,,,,,AUSTRAITS_dataset_34,
Casuarina cunninghamiana,,,,,,,,,1.570,,,AUSTRAITS_dataset_53,
Casuarina cunninghamiana,,,,,,,,20.000,,,,AUSTRAITS_dataset_56,
Casuarina littoralis,,,,,,,,12.000,,,,AUSTRAITS_dataset_26,
Cayratia clematidea,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Cayratia clematidea,,,,,,,,,,,jan/feb,AUSTRAITS_dataset_24,
Cayratia clematidea,,,,,,,,2.000,,,,AUSTRAITS_dataset_26,
Cayratia clematidea,,,,,,,,,27.923,,,AUSTRAITS_dataset_6,average of the genus Cayratia from SID and coverted using logsm=0.905*log(average sm)+0.246
Cayratia clematidea,,,,,,,,,12.310,,,Gallagher_field_workPHD,
Cayratia clematidea,,,,,,,,,33.190,,,Gallagher_field_workPHD,
Cestrum nocturnum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Cestrum nocturnum,,,,,,,,,3.236,,,AUSTRAITS_dataset_53,
Cinnamomum camphora,,,,,,,,,108.000,,,AUSTRAITS_dataset_53,
Cinnamomum oliveri,,,,,,,0.474,,,,,AUSTRAITS_dataset_34,
Cinnamomum oliveri,,,,,,,0.482,,,,,AUSTRAITS_dataset_34,
Cissus antarctica,,,,,,,,,,,dec/jan,AUSTRAITS_dataset_24,
Cissus antarctica,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Cissus antarctica,,,,,,,,,65.400,,,AUSTRAITS_dataset_53,
Cissus antarctica,,,,,,,,,65.400,,,AUSTRAITS_dataset_6,SID
Cissus antarctica,,,,,,,,,65.400,,,Gallagher_field_workPHD,
Cissus hypoglauca,,,,,,,,,,,nov/dec,AUSTRAITS_dataset_24,
Cissus hypoglauca,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Cissus hypoglauca,,,,,,,,,39.110,,,AUSTRAITS_dataset_53,
Cissus hypoglauca,,,,,,,,,39.110,,,AUSTRAITS_dataset_6,SID
Cissus hypoglauca,,,,,,,,,39.110,,,Gallagher_field_workPHD,
Citronella moorei,,,,,,,,,,,may/jun/jul/aug/sep,NSW flora online ,
Citronella moorei,,,,,,,0.585,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Citronella moorei,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Clematis aristata,,,,,,,,,,,oct/nov,AUSTRAITS_dataset_24,
Clematis aristata,,,,,,,,,,,sep/oct/nov/dec,NSW flora online ,
Clematis aristata,,,,,,,,3.000,,,,AUSTRAITS_dataset_26,
Clematis aristata,,,,,,,,,0.295,,,AUSTRAITS_dataset_53,
Clematis aristata,,,,,,,,,0.290,,,AUSTRAITS_dataset_6,SID
Clematis aristata,,,,,,,,,3.850,,,Gallagher_field_workPHD,
Clerodendrum floribundum,,,,,,,,,,,aug/sep/oct/nov/dec,NSW flora online ,
Clerodendrum floribundum,,,,,,,,,43.700,,,AUSTRAITS_dataset_25,
Commersonia bartramia,,,,,,,0.431,,,,,AUSTRAITS_dataset_34,
Commersonia bartramia,,,,,,,0.431,,,,,AUSTRAITS_dataset_34,
Commersonia bartramia,,,,,,,,,6.000,,,AUSTRAITS_dataset_53,
Commersonia bartramia,,,,,,,,,6.000,,,Gallagher_field_workPHD,
Cryptocarya glaucescens,,,,,,,,25.000,,,oct/nov,AUSTRAITS_dataset_24,
Cryptocarya glaucescens,,,,,,,,10.000,,,,AUSTRAITS_dataset_26,
Cryptocarya glaucescens,,,,,,,0.532,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Cryptocarya glaucescens,,,,,,,0.564,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.527,,,,,AUSTRAITS_dataset_34,
Cryptocarya obovata,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Cryptocarya triplinervis,,,,,,,0.650,,,,,AUSTRAITS_dataset_34,
Cryptocarya triplinervis,,,,,,,,,,346.361,,AUSTRAITS_dataset_4,
Cryptocarya triplinervis,,,,,,,,,281.281,,,AUSTRAITS_dataset_53,
Cryptocarya triplinervis,,,,,,,,,281.280,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,,,,,,jun/jul/aug,NSW flora online ,
Cupaniopsis anacardioides,,,,,,,,,,,,AUSTRAITS_dataset_32,
Cupaniopsis anacardioides,,,,,,,0.835,,,,,AUSTRAITS_dataset_34,
Cupaniopsis anacardioides,,,,,,,,,178.630,,,AUSTRAITS_dataset_53,
Cupaniopsis anacardioides,,,,,,,,,199.030,,,Gallagher_field_workPHD,
Cupaniopsis anacardioides,,,,,,,,,,250.054,,AUSTRAITS_dataset_17,
Cupaniopsis anacardioides,,,,,,,,,,250.054,,AUSTRAITS_dataset_4,
Cyperus involucratus,,,,,,,,,0.055,,,AUSTRAITS_dataset_53,
Derris involuta,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Derris involuta,,,,,,,,,22.450,,,AUSTRAITS_dataset_6,SID
Dioscorea transversa,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Dioscorea transversa,,,,,,,,,,,sep/oct,AUSTRAITS_dataset_24,
Dioscorea transversa,,,,,,,,,21.307,,,AUSTRAITS_dataset_6,average of the genus Dioscorea from SID and coverted using logsm=0.905*log(average sm)+0.242
Dioscorea transversa,,,,,,,,,21.310,,,Gallagher_field_workPHD,
Diospyros australis,,,,,,,,20.000,,,,AUSTRAITS_dataset_26,
Diospyros australis,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Diospyros australis,,,,,,,,,224.620,,,Gallagher_field_workPHD,
Diospyros pentamera,,,,,,,0.603,,,,,AUSTRAITS_dataset_34,
Diospyros pentamera,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Diospyros pentamera,,,,,,,,,46.040,,,Gallagher_field_workPHD,
Diploglottis australis,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Diploglottis australis,,,,,,,0.577,,,,,AUSTRAITS_dataset_34,
Diploglottis australis,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Diploglottis australis,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.844,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.842,,,,,AUSTRAITS_dataset_34,
Dissiliaria baloghioides,,,,,,,0.857,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.747,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.799,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Drypetes deplanchei,,,,,,,,,91.247,,,AUSTRAITS_dataset_53,
Drypetes deplanchei,,,,,,,,,91.240,,,Gallagher_field_workPHD,
Dysoxylum rufum,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Dysoxylum rufum,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Dysoxylum rufum,,,,,,,,,108.470,,,AUSTRAITS_dataset_53,
Dysoxylum rufum,,,,,,,,,108.470,,,Gallagher_field_workPHD,
Elaeagnus triflora,,,,,,,,,150.000,,,AUSTRAITS_dataset_53,
Elaeagnus triflora,,,,,,,,,150.000,,,Gallagher_field_workPHD,
Elaeocarpus grandis,,,,,,,,,,,mar/apr/may,NSW flora online ,
Elaeocarpus grandis,,,,,,,,,,45.877,,AUSTRAITS_dataset_17,
Elaeocarpus grandis,,,,,,,,,,45.877,,AUSTRAITS_dataset_4,
Elaeocarpus grandis,,,,,,,,,17.070,,,AUSTRAITS_dataset_53,
Elaeocarpus obovatus,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Elaeocarpus obovatus,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Elaeocarpus obovatus,,,,,,,,,86.234,,,AUSTRAITS_dataset_53,
Elaeocarpus obovatus,,,,,,,,,86.230,,,Gallagher_field_workPHD,
Elattostachys xylocarpa,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Elattostachys xylocarpa,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Embelia australiana,,,,,,,,,,,nov,NSW flora online ,
Embelia australiana,,,,,,,,,24.170,,,Gallagher_field_workPHD,
Embelia australiana,,,,,,,,,94.810,,,Gallagher_field_workPHD,
Endiandra discolor,,,,,,,0.558,,,,,AUSTRAITS_dataset_34,
Endiandra discolor,,,,,,,0.663,,,,,AUSTRAITS_dataset_34,
Endiandra discolor,,,,,,,,,250.420,,,Gallagher_field_workPHD,
Endiandra globosa,,,,,,,,,,56238.300,,AUSTRAITS_dataset_17,
Endiandra globosa,,,,,,,0.788,,,,,AUSTRAITS_dataset_34,
Endiandra globosa,,,,,,,,,,56238.300,,AUSTRAITS_dataset_4,
Endiandra pubens,,,,,,,0.650,,,,,AUSTRAITS_dataset_34,
Endiandra sieberi,,,,,,,,15.000,,,jun/jul/aug/sep/oct,AUSTRAITS_dataset_24,
Endiandra sieberi,,,,,,,0.620,,,,,AUSTRAITS_dataset_34,
Endiandra sieberi,,,,,,,,,1758.500,,,Gallagher_field_workPHD,
Eugenia uniflora,,,,,,,,,258.292,,,AUSTRAITS_dataset_53,
Eupomatia bennettii,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Eupomatia laurina,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Eupomatia laurina,,,,,,,,,,14.800,,AUSTRAITS_dataset_17,
Eupomatia laurina,,,,,,,,4.000,,,,AUSTRAITS_dataset_26,
Eupomatia laurina,,,,,,,0.544,,,,,AUSTRAITS_dataset_34,
Eupomatia laurina,,,,,,,,,,14.800,,AUSTRAITS_dataset_4,
Eupomatia laurina,,,,,,,,,18.000,,,Gallagher_field_workPHD,
Euroschinus falcatus,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,0.415,,,,,AUSTRAITS_dataset_34,
Euroschinus falcatus,,,,,,,,,7.620,,,Gallagher_field_workPHD,
Ficus coronata,,,,,,,,,,,,AUSTRAITS_dataset_24,
Ficus coronata,,,,,,,0.400,,,,,AUSTRAITS_dataset_34,
Ficus coronata,,,,,,,,,0.570,,,Gallagher_field_workPHD,
Ficus fraseri,,,,,,,0.401,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,0.396,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,0.396,,,,,AUSTRAITS_dataset_34,
Ficus fraseri,,,,,,,,,0.230,,,AUSTRAITS_dataset_53,
Ficus fraseri,,,,,,,,,0.230,,,Gallagher_field_workPHD,
Ficus obliqua,,,,,,,,40.000,,,,AUSTRAITS_dataset_24,
Ficus obliqua,,,,,,,0.495,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,0.534,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,0.534,,,,,AUSTRAITS_dataset_34,
Ficus obliqua,,,,,,,,,0.440,,,AUSTRAITS_dataset_53,
Ficus obliqua,,,,,,,,,0.440,,,Gallagher_field_workPHD,
Ficus opposita,,,,,,,,,0.900,,,AUSTRAITS_dataset_25,
Ficus opposita,,,,,,,,,0.845,,,AUSTRAITS_dataset_53,
Ficus racemosa,,,,,,,0.353,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,0.413,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,0.344,,,,,AUSTRAITS_dataset_34,
Ficus racemosa,,,,,,,,,0.130,,,AUSTRAITS_dataset_53,
Ficus virens,,,,,,,0.344,,,,,AUSTRAITS_dataset_34,
Ficus virens,,,,,,,,,0.250,,,AUSTRAITS_dataset_53,
Ficus watkinsiana,,,,,,,0.331,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.449,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.331,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,0.350,,,,,AUSTRAITS_dataset_34,
Ficus watkinsiana,,,,,,,,,2.856,,,AUSTRAITS_dataset_53,
Ficus watkinsiana,,,,,,,,,1.100,,,Gallagher_field_workPHD,
Flagellaria indica,,,,,,,,,,,sep/oct/nov/dec/jan/feb/mar/apr/may,NSW flora online ,
Flagellaria indica,,,,,,,,,,20.000,,AUSTRAITS_dataset_17,
Flagellaria indica,,,,,,,,,,,,AUSTRAITS_dataset_32,
Flagellaria indica,,,,,,,,,,,,AUSTRAITS_dataset_32,
Flagellaria indica,,,,,,,,,,20.000,,AUSTRAITS_dataset_4,
Flagellaria indica,,,,,,,,,37.963,,,AUSTRAITS_dataset_53,
Flagellaria indica,,,,,,,,,42.730,,,AUSTRAITS_dataset_6,SID
Flagellaria indica,,,,,,,,,42.730,,,Gallagher_field_workPHD,
Flindersia schottiana,,,,,,,,,,,nov/dec,NSW flora online ,
Flindersia schottiana,,,,,,,0.596,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.602,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.571,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.574,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.581,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,0.590,,,,,AUSTRAITS_dataset_34,
Flindersia schottiana,,,,,,,,,70.000,,,AUSTRAITS_dataset_53,
Flindersia schottiana,,,,,,,,,70.000,,,Gallagher_field_workPHD,
Geitonoplesium cymosum,,,,,,,,,,,oct/nov/dec,AUSTRAITS_dataset_24,
Geitonoplesium cymosum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Geitonoplesium cymosum,,,,,,,,3.000,,,,AUSTRAITS_dataset_26,
Geitonoplesium cymosum,,,,,,,,,15.320,,,AUSTRAITS_dataset_6,SID
Geitonoplesium cymosum,,,,,,,,,15.320,,,Gallagher_field_workPHD,
Glochidion ferdinandi,,,,,,,,6.000,,,Oct,AUSTRAITS_dataset_24,
Glochidion ferdinandi,,,,,,,,6.000,,,,AUSTRAITS_dataset_26,
Glochidion ferdinandi,,,,,,,,3.200,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3.500,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3.100,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,3.000,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,2.300,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,,2.300,,,,AUSTRAITS_dataset_30,
Glochidion ferdinandi,,,,,,,0.579,,,,,AUSTRAITS_dataset_34,
Glochidion ferdinandi,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Glochidion ferdinandi,,,,,,,,,7.700,,,AUSTRAITS_dataset_53,
Glochidion ferdinandi,,,,,,,,,,2.053,,AUSTRAITS_dataset_17,
Glochidion ferdinandi,,,,,,,,,2.020,,,Gallagher_field_workPHD,
Grevillea robusta,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Grevillea robusta,,,,,,,,,,14.900,,AUSTRAITS_dataset_17,
Grevillea robusta,,,,,,,0.535,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.510,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.525,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.536,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.495,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.534,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.517,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.554,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.538,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,0.554,,,,,AUSTRAITS_dataset_34,
Grevillea robusta,,,,,,,,,,14.900,,AUSTRAITS_dataset_4,
Grevillea robusta,,,,,,,,,20.000,,,AUSTRAITS_dataset_53,
Guioa semiglauca,,,,,,,,12.000,,,oct/nov,AUSTRAITS_dataset_24,
Guioa semiglauca,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Guioa semiglauca,,,,,,,,1.000,,,,AUSTRAITS_dataset_26,
Guioa semiglauca,,,,,,,,,59.690,,,Gallagher_field_workPHD,
Helicia glabriflora,,,,,,,,,152.700,,,Gallagher_field_workPHD,
Heritiera trifoliolata,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.805,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.796,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,0.689,,,,,AUSTRAITS_dataset_34,
Heritiera trifoliolata,,,,,,,,,110.000,,,AUSTRAITS_dataset_53,
Hibiscus heterophyllus,,,,,,,,,12.552,,,AUSTRAITS_dataset_53,
Hicksbeachia pinnatifolia,,,,,,,,,,,jun/jul/aug,NSW flora online ,
Hippocratea barbata,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Hippocratea barbata,,,,,,,,,41.500,,,AUSTRAITS_dataset_53,
Hippocratea barbata,,,,,,,,,41.500,,,AUSTRAITS_dataset_6,SID
Hippocratea barbata,,,,,,,,,41.500,,,Gallagher_field_workPHD,
Hodgkinsonia ovatiflora,,,,,,,,,,,nov/dec/jan,NSW flora online ,
Hymenosporum flavum,,,,,,,,4.000,,,oct/nov,AUSTRAITS_dataset_24,
Hymenosporum flavum,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Hymenosporum flavum,,,,,,,,,,6.414,,AUSTRAITS_dataset_17,
Hymenosporum flavum,,,,,,,0.607,,,,,AUSTRAITS_dataset_34,
Hymenosporum flavum,,,,,,,,,,6.414,,AUSTRAITS_dataset_4,
Ipomoea cairica,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Ipomoea cairica,,,,,,,,,24.851,,,AUSTRAITS_dataset_53,
Ixora beckleri,,,,,,,,,,,nov/dec/jan/feb,NSW flora online ,
Jacaranda mimosifolia,,,,,,,,,11.700,,,AUSTRAITS_dataset_53,
Jagera pseudorhus,,,,,,,,,,45.842,,AUSTRAITS_dataset_17,
Jagera pseudorhus,,,,,,,0.676,,,,,AUSTRAITS_dataset_34,
Jagera pseudorhus,,,,,,,0.676,,,,,AUSTRAITS_dataset_34,
Jagera pseudorhus,,,,,,,,,,45.842,,AUSTRAITS_dataset_4,
Jagera pseudorhus,,,,,,,,,36.150,,,AUSTRAITS_dataset_53,
Jagera pseudorhus,,,,,,,,,36.150,,,Gallagher_field_workPHD,
Lantana camara,,,,,,,,,,,jan/feb/mar,NSW flora online ,
Lantana camara,,,,,,,,3.000,,,,AUSTRAITS_dataset_26,
Lantana camara,,,,,,,,,15.000,,,AUSTRAITS_dataset_53,
Legnephora moorei,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Legnephora moorei,,,,,,,,,20.000,,,AUSTRAITS_dataset_53,
Legnephora moorei,,,,,,,,,20.000,,,AUSTRAITS_dataset_6,SID
Legnephora moorei,,,,,,,,,20.000,,,Gallagher_field_workPHD,
Leucaena leucocephala,,,,,,,,,,,dec/jan/feb,NSW flora online ,
Leucaena leucocephala,,,,,,,,,48.000,,,AUSTRAITS_dataset_53,
Ligustrum lucidum,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Ligustrum lucidum,,,,,,,,3.000,,,,AUSTRAITS_dataset_26,
Ligustrum lucidum,,,,,,,,,31.000,,,AUSTRAITS_dataset_53,
Ligustrum sinense,,,,,,,,,,,jul/aug/sep/oct/nov,NSW flora online ,
Ligustrum sinense,,,,,,,,3.000,,,,AUSTRAITS_dataset_26,
Ligustrum sinense,,,,,,,,,17.000,,,AUSTRAITS_dataset_53,
Lomandra longifolia,,,,,,,,0.800,,,aug/sep/oct/nov/dec,AUSTRAITS_dataset_24,
Lomandra longifolia,,,,,,,,,,,sep/oct/nov,NSW flora online ,
Lomandra longifolia,,,,,,,,0.400,,,,AUSTRAITS_dataset_26,
Lophostemon confertus,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Lophostemon confertus,,,,,,,,,,8.800,,AUSTRAITS_dataset_17,
Lophostemon confertus,,,,,,,0.730,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.724,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.762,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon confertus,,,,,,,,,,8.800,,AUSTRAITS_dataset_4,
Lophostemon confertus,,,,,,,,,4.080,,,AUSTRAITS_dataset_53,
Lophostemon suaveolens,,,,,,,,,,,oct/nov/dec,NSW flora online ,
Lophostemon suaveolens,,,,,,,0.691,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.551,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.704,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.758,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,0.600,,,,,AUSTRAITS_dataset_34,
Lophostemon suaveolens,,,,,,,,,0.460,,,AUSTRAITS_dataset_53,
Macadamia tetraphylla,,,,,,,,,,,aug/sep/oct,NSW flora online ,
Maclura cochinchinensis,,,,,,,,,9.000,,,AUSTRAITS_dataset_53,
Maclura cochinchinensis,,,,,,,,,9.000,,,AUSTRAITS_dataset_6,SID
Maclura cochinchinensis,,,,,,,,,9.000,,,Gallagher_field_workPHD,
Mallotus claoxyloides,,,,,,,,,,80.172,,AUSTRAITS_dataset_17,
Mallotus discolor,,,,,,,0.633,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,,,,20.212,,AUSTRAITS_dataset_17,
Mallotus philippensis,,,,,,,0.650,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,0.560,,,,,AUSTRAITS_dataset_34,
Mallotus philippensis,,,,,,,,,,20.212,,AUSTRAITS_dataset_4,
Mallotus philippensis,,,,,,,,,26.900,,,AUSTRAITS_dataset_53,
Marsdenia rostrata,,,,,,,,,,,sep/oct/nov/dec/jan/feb,NSW flora online ,
Marsdenia rostrata,,,,,,,,,77.350,,,Gallagher_field_workPHD,
Medicosma cunninghamii,,,,,,,,,,,jan/feb/mar/apr/may/sep/oct/nov/dec,NSW flora online ,
